Sample name,run,chrom,readID,edit_distance,aln_length,mapQ,edit_percentage,pathogen_x,pathogen_reduced,Run,barcode,seq_name,pathogen_y,Biofire positive,True species hit,readID_dup
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,dbf575e6-38e0-4184-bc82-0c8d47049172,4.0,104.0,1.0,3.8461538461538463,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,5c3aa47b-c9ca-4006-93c1-4aa44f200718,17.0,216.0,17.0,7.87037037037037,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,c1e01df2-3aaa-483a-9ca5-2267294e1ba1,12.0,209.0,1.0,5.741626794258373,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,4f15c3ad-cd20-44e1-9a64-c7fda8cdb352,28.0,248.0,1.0,11.29032258064516,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,1189f30c-19a7-458f-868a-3b9e629f1743,13.0,227.0,48.0,5.726872246696035,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,e40a4fc9-3b1f-489f-aca4-1985efc40e2f,12.0,208.0,7.0,5.769230769230769,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,eda0f4c6-adc3-4e1b-b483-cccc32169db0,14.0,117.0,9.0,11.965811965811966,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,3ae87f3e-c535-45dc-9b97-30e7e989c424,8.0,122.0,60.0,6.557377049180328,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,37c25d71-666e-4350-999f-d892b29e7e60,5.0,108.0,31.0,4.62962962962963,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,368c1998-61d0-456c-afa7-82a8389f5b5f,5.0,101.0,1.0,4.9504950495049505,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,50f9ef2f-8ffc-4edd-8041-d8be46f4437c,12.0,126.0,14.0,9.523809523809524,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,b0f6a26d-15b0-4d71-ad3b-2cfbc1297ad9,15.0,269.0,9.0,5.5762081784386615,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,45ff244d-c033-482b-9ee8-135a0db42f43,5.0,160.0,1.0,3.125,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,b20cde46-e45b-4192-a83a-f4ffbe4a363c,17.0,159.0,21.0,10.69182389937107,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,f37f7ae7-f833-4e21-a362-78a078a50496,6.0,133.0,60.0,4.511278195488721,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,3b4d5bdd-72b2-455c-9603-b21fccf25e11,11.0,178.0,60.0,6.179775280898876,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_3,4cda0787-3326-4047-9959-e40bc9eec64d,3.0,73.0,1.0,4.10958904109589,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,False
71,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,b849384e-e9b3-4ba2-8f1a-3249ca6a7d09,14.0,211.0,60.0,6.6350710900473935,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,71.0,S2P3,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,5ba17e39-bfe1-4a68-8f1b-4521deb3936b,22.0,193.0,44.0,11.398963730569948,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,5e61cf40-857b-44ce-95e8-f41f89193ef1,10.0,224.0,56.0,4.464285714285714,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_3,800c58f1-15a7-4e23-93c7-08c6fdba8e28,3.0,66.0,1.0,4.545454545454546,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,25493586-689b-42c3-aa6a-85f43cdfef44,5.0,86.0,30.0,5.813953488372093,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,8ff2dba7-5711-4e8b-a832-9150c4fd7efd,15.0,238.0,60.0,6.302521008403361,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,79bc5798-53c5-40a0-9933-d1494fa73e63,14.0,140.0,12.0,10.0,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
71,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,bcdab76b-5fcc-4b80-b663-247588cc2322,4.0,75.0,6.0,5.333333333333334,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,71.0,S2P3,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_3,a8e1adae-e90e-4dd2-9952-412ce4f7083e,4.0,67.0,1.0,5.970149253731343,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,False
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,9e8110de-471d-47c7-9283-60c77722a698,15.0,138.0,14.0,10.869565217391305,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,3aebaf99-040f-426d-adb1-2aa5e2f93694,10.0,143.0,32.0,6.993006993006993,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,34b4b20f-9187-4027-89b5-1aa9908b6bfb,2.0,65.0,3.0,3.076923076923077,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,bfc843b5-5548-4c3a-a683-6b64dbbe3279,2.0,94.0,52.0,2.127659574468085,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
71,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,7b5ad87d-1d90-4d8e-862f-7d1c61463ff0,10.0,118.0,31.0,8.47457627118644,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,71.0,S2P3,Influenza A/H3,0.0,0,False
71,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,8db8af38-6d42-4c38-98fa-bf411f44c7bb,3.0,78.0,34.0,3.8461538461538463,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,71.0,S2P3,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,b5c450b6-866a-4753-98af-3733c521bc2b,10.0,106.0,1.0,9.433962264150944,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,6d934a8e-f11d-4254-842e-3c700872122a,12.0,144.0,60.0,8.333333333333332,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,5dbdc2b5-4511-4406-b304-04d91a860460,20.0,208.0,2.0,9.615384615384617,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,b8f8cc2e-c814-4739-8dee-f804c0b6a664,2.0,79.0,18.0,2.5316455696202533,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,905967de-198d-47d0-a6d4-4975a8f9d478,2.0,64.0,17.0,3.125,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,6af1b887-8241-46ff-8914-3dda3942be24,9.0,138.0,60.0,6.521739130434782,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,de629880-cad9-457d-a19a-3d153c65db09,15.0,192.0,7.0,7.8125,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,67a47c5a-d81d-465a-9d4f-5d094676a016,8.0,163.0,60.0,4.9079754601226995,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,True
73,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_3,121e7f38-139f-47f9-9e0e-1c4d3874272b,11.0,97.0,1.0,11.34020618556701,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,73.0,S2P4,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,61355cc8-22f3-4ef8-a045-c274f89eae97,7.0,105.0,6.0,6.666666666666667,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,cfb01518-c3b0-4331-94eb-ef0ce178c042,8.0,129.0,60.0,6.2015503875969,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,ee06a9c5-dfae-4419-b45b-f435979aadd9,9.0,113.0,14.0,7.964601769911504,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,35d2828b-25da-4d49-8292-3028b3361d4c,13.0,131.0,12.0,9.923664122137405,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,False
69,010524_Expt9_SISPA_Daisy,Influenza_A_virus_A_New_York_392_2004H3N2_segment_2,1f505800-354b-4e0e-bc6c-637fdefce890,20.0,259.0,60.0,7.722007722007722,Flu A/H3,Influenza A/H3,010524_Expt9_SISPA_Daisy,69.0,S2P2,Influenza A/H3,0.0,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,4de1d5bf-a9a6-4411-96a1-51c3817c368c,4.0,80.0,1.0,5.0,Flu A/H5,Influenza A/H5,,,,,,0,False
71,010524_Expt9_SISPA_Daisy,NC_007359.1,42fd3da4-7878-4871-917f-e82ee9b9a7e9,11.0,277.0,36.0,3.9711191335740073,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,4fe9dda5-2414-45a1-ae2a-0d253b2cad83,7.0,140.0,3.0,5.0,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,9b4a07f8-8b51-436d-86b5-e748824d5fc9,22.0,239.0,60.0,9.205020920502092,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007360.1,8c2143e1-9b80-4d51-a217-fcae42255e83,4.0,147.0,46.0,2.7210884353741496,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,0b8d9978-d43b-46cf-b100-50df2b32d28d,21.0,330.0,1.0,6.363636363636363,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,2228522b-a854-4fae-b078-b44f6a0820c7,1.0,71.0,35.0,1.4084507042253522,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,628cd8cb-c5b6-4e76-90b1-2b4aece74e64,27.0,348.0,41.0,7.758620689655173,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,f6dea68a-41d1-4e98-aa6f-970384d9adac,21.0,334.0,44.0,6.287425149700598,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,d681fbd2-50f5-458f-81ed-7c6b5af1f0db,15.0,136.0,21.0,11.029411764705882,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,41b814e5-dd78-4e6d-a103-76d380f02e4e,14.0,145.0,3.0,9.655172413793103,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007361.1,a13f9a0d-3341-4dea-a8fe-565675e72495,8.0,99.0,1.0,8.080808080808081,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,8dc8b4fe-a666-4df4-b69d-5bd720278182,14.0,276.0,60.0,5.072463768115942,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,764dc646-89ee-4aa5-8a88-ccc6315d420e,6.0,145.0,60.0,4.137931034482759,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,4c9fdf18-47a4-4cca-933d-f2124e3c55d3,4.0,99.0,60.0,4.040404040404041,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,ee3700cc-5662-4a73-9da1-f8e1e6d4bf4d,3.0,74.0,9.0,4.054054054054054,Flu A/H5,Influenza A/H5,,,,,,0,False
69,010524_Expt9_SISPA_Daisy,NC_007359.1,1488a7d0-a42f-422a-9a85-c9163b62f602,8.0,248.0,48.0,3.225806451612903,Flu A/H5,Influenza A/H5,,,,,,0,False
73,010524_Expt9_SISPA_Daisy,NC_007359.1,d6ecb6da-3210-4a5e-9664-28b9415e2a6d,6.0,205.0,60.0,2.9268292682926833,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007361.1,7bd39a77-2bb3-4fc8-bb6b-1039ff5698f9,22.0,172.0,1.0,12.790697674418606,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,dd597f31-e2b2-4864-8aa4-e2ca1e5e622c,14.0,240.0,16.0,5.833333333333333,Flu A/H5,Influenza A/H5,,,,,,0,True
71,010524_Expt9_SISPA_Daisy,NC_007359.1,7e18e816-7336-4b69-a258-eb6662152feb,5.0,72.0,1.0,6.944444444444445,Flu A/H5,Influenza A/H5,,,,,,0,False
69,010524_Expt9_SISPA_Daisy,NC_007359.1,c9ae05d1-6c28-45f9-9caa-119ff2aa3ae9,5.0,114.0,60.0,4.385964912280701,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,54db1596-48dc-40df-8e2f-ac8349f60ab3,4.0,112.0,60.0,3.571428571428571,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,70e98194-a31b-465f-86c0-d671f84a699c,8.0,175.0,60.0,4.571428571428571,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,a2b28eed-a337-4bd9-9adf-9ac5f372ab2b,5.0,113.0,60.0,4.424778761061947,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,eb4390db-6e40-49ea-8bbb-e8fb53009cd9,26.0,360.0,1.0,7.222222222222221,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,8e4ae553-a1c8-4c91-8c82-42a3bb325703,10.0,263.0,1.0,3.802281368821293,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,89ec2b85-0710-4cb7-8080-9a9d51fd3ca0,24.0,305.0,1.0,7.868852459016394,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,d4e0c54f-84cb-4b12-86d0-f584ca0844e3,5.0,131.0,30.0,3.816793893129771,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,1e238288-f953-48e1-8e02-0ef8f612efd4,22.0,278.0,1.0,7.913669064748201,Flu A/H5,Influenza A/H5,,,,,,0,True
71,010524_Expt9_SISPA_Daisy,NC_007359.1,fcd1a07e-be33-40c2-9fda-1be36ebbd8a5,16.0,269.0,1.0,5.947955390334572,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,9b8e74fa-00aa-4d2a-8078-eef759b5d34a,14.0,155.0,30.0,9.032258064516128,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,ff3ed7d7-b68c-414d-9260-998c70f9751b,12.0,157.0,1.0,7.643312101910828,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,1be08705-2506-4801-abba-777503b534af,11.0,118.0,6.0,9.322033898305085,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,cb84756b-9a00-4d9b-81f0-d4ac905ffe5d,16.0,205.0,41.0,7.804878048780488,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,0ea935bb-b29e-4c3a-8ca9-a240fda565f0,10.0,148.0,42.0,6.756756756756757,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007360.1,44c42f83-ac3d-4f2c-8dc1-11e55c63c92d,1.0,59.0,14.0,1.694915254237288,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,5a211038-8dac-4a55-ad88-13703a90264f,18.0,308.0,16.0,5.844155844155844,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,aaff4234-d140-4e41-9c3c-037ad7eb946c,12.0,139.0,44.0,8.633093525179856,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007360.1,f39ec60c-eb53-47fe-a403-522689926b3d,2.0,145.0,43.0,1.3793103448275863,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,378264fc-514b-40f5-96c8-b2428e4fd3f9,4.0,138.0,43.0,2.898550724637681,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,08c16361-c4e1-4b18-86d7-0caeda39e8fc,10.0,285.0,60.0,3.508771929824561,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007361.1,05572864-4576-47b5-867d-0615f7326908,9.0,112.0,1.0,8.035714285714286,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,2600bf54-5ec2-4cdd-af8c-833ede8e3b58,13.0,117.0,50.0,11.11111111111111,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,c240347e-5305-438d-8b4c-749ce9c1d2a3,8.0,140.0,13.0,5.714285714285714,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,98531581-1ae7-4566-83d0-e5306688fa74,21.0,352.0,37.0,5.965909090909091,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,cee050ea-3d99-4ca8-91d5-b7b3ce0a7a82,4.0,109.0,60.0,3.669724770642202,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,0bca031f-5b95-48a7-9acf-3e9d31dac59a,9.0,112.0,22.0,8.035714285714286,Flu A/H5,Influenza A/H5,,,,,,0,False
69,010524_Expt9_SISPA_Daisy,NC_007359.1,039cdbee-3a5c-4415-b27e-fc3dac73c810,18.0,306.0,29.0,5.88235294117647,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,b130dda2-91ec-4a4c-89f2-45e015fcadfe,12.0,225.0,53.0,5.333333333333334,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,ad31c818-029a-47a5-bf33-05d44c5fe36e,5.0,86.0,22.0,5.813953488372093,Flu A/H5,Influenza A/H5,,,,,,0,False
73,010524_Expt9_SISPA_Daisy,NC_007359.1,287a321e-bfbf-4991-a7e6-36348f687288,6.0,121.0,60.0,4.958677685950414,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,31df92bb-3f96-440d-baad-1aa55f42e8c9,3.0,114.0,60.0,2.631578947368421,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,8827c8de-66bc-4ace-9803-d11e61f740d5,7.0,128.0,55.0,5.46875,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,ed7c6e63-1d37-40ff-ae2e-b3b43e5ee889,14.0,244.0,17.0,5.737704918032787,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,ad29e321-001b-4693-a320-6a908fea042a,3.0,85.0,34.0,3.5294117647058822,Flu A/H5,Influenza A/H5,,,,,,0,False
73,010524_Expt9_SISPA_Daisy,NC_007359.1,8bba2eee-78b3-45ea-8819-7aad73d378f1,9.0,240.0,60.0,3.75,Flu A/H5,Influenza A/H5,,,,,,0,True
73,010524_Expt9_SISPA_Daisy,NC_007359.1,fea8d266-e6a2-4609-b55a-c804cf46a3e0,4.0,128.0,60.0,3.125,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,cbe42382-e9b4-4efb-833e-e21043cb6292,14.0,239.0,60.0,5.857740585774058,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,08bf707b-d3bf-43b7-b69b-2f6a1b885469,5.0,117.0,60.0,4.273504273504273,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,3252dfbf-cb34-4bbe-9144-8ed739eaf8de,21.0,277.0,60.0,7.581227436823104,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,181b4f68-95a3-497a-8b32-37086d1e5b2b,17.0,182.0,60.0,9.340659340659341,Flu A/H5,Influenza A/H5,,,,,,0,False
69,010524_Expt9_SISPA_Daisy,NC_007361.1,659347ff-919c-4709-9778-2dd745675788,11.0,134.0,1.0,8.208955223880597,Flu A/H5,Influenza A/H5,,,,,,0,True
69,010524_Expt9_SISPA_Daisy,NC_007359.1,e6185290-bc47-4dd2-b3ba-d7df6f115df5,4.0,71.0,9.0,5.633802816901409,Flu A/H5,Influenza A/H5,,,,,,0,False
69,010524_Expt9_SISPA_Daisy,NC_007359.1,a754f9c4-e677-405b-ae2b-6dac4eabfcf7,4.0,96.0,14.0,4.166666666666666,Flu A/H5,Influenza A/H5,,,,,,0,True
